fecha,flota,puerto,provincia,provincia_id,departamento,departamento_id,latitud,longitud,categoria,especie,especie_agrupada,captura
2019-01,Rada o ría,otros puertos Buenos Aires,Buenos Aires,06,sin especificar,06999,,,Crustáceos,Langostino,Langostino,89
2019-01,Rada o ría,otros puertos Buenos Aires,Buenos Aires,06,sin especificar,06999,,,Peces,Bagre,otras especies,5721
2019-01,Rada o ría,otros puertos Buenos Aires,Buenos Aires,06,sin especificar,06999,,,Peces,Brótola,Variado costero,30
2019-01,Rada o ría,otros puertos Buenos Aires,Buenos Aires,06,sin especificar,06999,,,Peces,Corvina blanca,Variado costero,1003602
2019-01,Rada o ría,otros puertos Buenos Aires,Buenos Aires,06,sin especificar,06999,,,Peces,Gatuzo,Variado costero,44534
2019-01,Rada o ría,otros puertos Buenos Aires,Buenos Aires,06,sin especificar,06999,,,Peces,Lenguados nep,Variado costero,118
2019-01,Rada o ría,otros puertos Buenos Aires,Buenos Aires,06,sin especificar,06999,,,Peces,Lisa,Variado costero,353040
2019-01,Rada o ría,otros puertos Buenos Aires,Buenos Aires,06,sin especificar,06999,,,Peces,Otras especies de peces,otras especies,420
2019-01,Rada o ría,otros puertos Buenos Aires,Buenos Aires,06,sin especificar,06999,,,Peces,Palometa,Variado costero,980
2019-01,Rada o ría,otros puertos Buenos Aires,Buenos Aires,06,sin especificar,06999,,,Peces,Pescadilla,Variado costero,2819
2019-01,Rada o ría,otros puertos Buenos Aires,Buenos Aires,06,sin especificar,06999,,,Peces,Pez gallo,Variado costero,245
2019-01,Rada o ría,otros puertos Buenos Aires,Buenos Aires,06,sin especificar,06999,,,Peces,Pez ángel,Variado costero,890
2019-01,Rada o ría,otros puertos Buenos Aires,Buenos Aires,06,sin especificar,06999,,,Peces,Rayas nep,Rayas (sin V. Cost),50147
2019-01,Rada o ría,otros puertos Buenos Aires,Buenos Aires,06,sin especificar,06999,,,Peces,Rayas nep,Variado costero,372000
2019-01,Congeladores poteros nacionales,Puerto Deseado,Santa Cruz,78,Deseado,78014,-47.753106,-65.911745,Moluscos,Calamar Illex,Calamar Illex,60
2019-01,Congeladores trampas,Puerto Deseado,Santa Cruz,78,Deseado,78014,-47.753106,-65.911745,Crustáceos,Centolla,Centolla,110
2019-01,Fresqueros,Puerto Deseado,Santa Cruz,78,Deseado,78014,-47.753106,-65.911745,Crustáceos,Centolla,Centolla,490
2019-01,Fresqueros,Puerto Deseado,Santa Cruz,78,Deseado,78014,-47.753106,-65.911745,Moluscos,Calamar Illex,Calamar Illex,200
2019-01,Fresqueros,Puerto Deseado,Santa Cruz,78,Deseado,78014,-47.753106,-65.911745,Peces,Abadejo,Abadejo,3030
2019-01,Fresqueros,Puerto Deseado,Santa Cruz,78,Deseado,78014,-47.753106,-65.911745,Peces,Merluza hubbsi,Merluza hubbsi S41,7390
2019-01,Fresqueros,Puerto Deseado,Santa Cruz,78,Deseado,78014,-47.753106,-65.911745,Peces,Notothenia,otras especies,60990
2019-01,Fresqueros,Puerto Deseado,Santa Cruz,78,Deseado,78014,-47.753106,-65.911745,Peces,Raya hocicuda / picuda,Rayas (sin V. Cost),70
